e.	.j	0.005556
e.	.d	0.017127
e.	.q	0.002568
e.	.3	0.000869
e.	.u	0.010494
e.	.y	0.001694
e.	.v	0.007646
e.	.1	0.002452
e.	.x	0.002114
e.	.h	0.006193
e.	.k	0.003389
e.	.2	0.000574
e.	.4	0.000198
e.	.5	0.000159
e.	.8	0.000063
e.	.7	0.000077
e.	.6	0.000072
e.	.9	0.000063
e.	.0	0.000048
.c	co	0.862906
.c	cl	0.032234
.c	c.	0.006661
.c	cd	0.017107
.c	c1	0.000233
.c	cc	0.002298
.c	cr	0.005754
.c	cp	0.000828
.c	ca	0.027424
.c	cs	0.001778
.c	ck	0.000139
.c	ch	0.008007
.c	ci	0.003169
.c	c2	0.000161
.c	ce	0.006646
.c	cn	0.012240
.c	cy	0.002089
.c	cb	0.000792
.c	ct	0.001646
.c	cw	0.000471
.c	cx	0.000222
.c	cm	0.001242
.c	c4	0.000039
.c	cq	0.000109
.c	cf	0.001242
.c	cu	0.002239
.c	c0	0.000086
.c	c3	0.000220
.c	cv	0.000389
.c	c8	0.000021
.c	cz	0.001150
.c	c-	0.000111
.c	cg	0.000156
.c	cj	0.000104
.c	c9	0.000037
.c	c7	0.000027
.c	c6	0.000018
.c	c5	0.000004
co	om	0.862242
co	on	0.041344
co	ou	0.008957
co	or	0.022290
co	ov	0.004470
co	oo	0.002881
co	o.	0.025872
co	o$	0.007258
co	oh	0.000479
co	od	0.003353
co	ol	0.008424
co	op	0.001423
co	og	0.000948
co	os	0.002608
co	oc	0.001130
co	o1	0.000255
co	o-	0.000939
co	oi	0.000896
co	ob	0.000611
co	oa	0.000845
co	ot	0.001049
co	ox	0.000298
co	o0	0.000024
co	ok	0.000096
co	of	0.000459
co	oz	0.000114
co	o2	0.000060
co	oy	0.000070
co	ow	0.000215
co	oe	0.000248
co	oj	0.000032
co	o5	0.000023
co	o3	0.000041
co	oq	0.000010
co	o6	0.000010
co	o7	0.000006
co	o9	0.000005
co	o8	0.000010
co	o4	0.000004
om	m$	0.876806
om	m.	0.068659
om	mt	0.003493
om	mi	0.003489
om	mm	0.008219
om	me	0.011242
om	mn	0.001141
om	mp	0.005987
om	mo	0.003658
om	m-	0.002518
om	ms	0.002443
om	ma	0.005433
om	my	0.000242
om	mb	0.001941
om	mc	0.001587
om	ml	0.000292
om	md	0.000383
om	mg	0.000359
om	mf	0.000378
om	mw	0.000202
om	mv	0.000090
om	mr	0.000161
om	mx	0.000258
om	m5	0.000127
om	m3	0.000045
om	mh	0.000209
om	m1	0.000068
om	mz	0.000049
om	mq	0.000035
om	mu	0.000240
om	mj	0.000041
om	m2	0.000066
om	mk	0.000049
om	m9	0.000004
om	m4	0.000017
om	m0	0.000044
om	m6	0.000010
om	m8	0.000008
om	m7	0.000004
^m	mi	0.070628
^m	mp	0.011042
^m	ms	0.034483
^m	mt	0.015147
^m	me	0.171549
^m	mo	0.092440
^m	ma	0.216107
^m	mz	0.000746
^m	mq	0.003324
^m	m3	0.002069
^m	mr	0.010330
^m	m.	0.019557
^m	my	0.104449
^m	mb	0.008023
^m	mu	0.020829
^m	mf	0.005445
^m	mg	0.008515
^m	mx	0.089523
^m	ml	0.007480
^m	mv	0.003664
^m	mm	0.009329
^m	mc	0.029089
^m	mn	0.014638
^m	mk	0.007565
^m	mw	0.005071
^m	md	0.012161
^m	m5	0.000577
^m	m6	0.000441
^m	m-	0.003002
^m	m1	0.004342
^m	m2	0.002595
^m	mh	0.004020
^m	m9	0.001086
^m	mj	0.001170
^m	m4	0.006327
^m	m7	0.000611
^m	m0	0.001951
^m	m8	0.000678
mi	ic	0.265364
mi	in	0.247974
mi	iz	0.024157
mi	i.	0.064630
mi	ix	0.012905
mi	ir	0.030426
mi	io	0.007790
mi	il	0.079082
mi	id	0.026544
mi	is	0.041128
mi	im	0.011331
mi	iq	0.001993
mi	ip	0.011698
mi	iu	0.020092
mi	it	0.051174
mi	i3	0.000420
mi	i-	0.013718
mi	ig	0.011357
mi	iw	0.001836
mi	ia	0.038033
mi	ih	0.005613
mi	ik	0.005089
mi	iv	0.001233
mi	ie	0.011069
mi	i2	0.001416
mi	i4	0.000157
mi	ij	0.001889
mi	if	0.003384
mi	ib	0.004197
mi	i0	0.001154
mi	i1	0.000210
mi	i7	0.000026
mi	ii	0.001679
mi	i5	0.000184
mi	iy	0.000839
mi	i9	0.000131
mi	i6	0.000079
ic	cr	0.052202
ic	ce	0.196716
ic	ck	0.092875
ic	cs	0.102357
ic	cl	0.054288
ic	ca	0.076674
ic	ch	0.019489
ic	cm	0.026941
ic	co	0.025058
ic	c.	0.175649
ic	cd	0.066621
ic	ct	0.010693
ic	c3	0.003757
ic	ci	0.015747
ic	c1	0.002976
ic	c-	0.033658
ic	cw	0.002390
ic	cv	0.000703
ic	c2	0.001851
ic	cp	0.005640
ic	cu	0.004281
ic	cg	0.004429
ic	cy	0.007272
ic	cc	0.004515
ic	c0	0.000617
ic	cb	0.005780
ic	cj	0.000422
ic	cf	0.002031
ic	cn	0.002062
ic	cx	0.000320
ic	c4	0.000414
ic	c5	0.000250
ic	cq	0.000312
ic	c8	0.000227
ic	cz	0.000187
ic	c7	0.000203
ic	c6	0.000266
ic	c9	0.000109
ic	c$	0.000016
cr	ro	0.351216
cr	r.	0.032338
cr	re	0.177054
cr	ri	0.101681
cr	rw	0.002395
cr	ra	0.093503
cr	rl	0.012266
cr	rb	0.002148
cr	rt	0.007764
cr	rs	0.009582
cr	ry	0.052410
cr	rc	0.004089
cr	rm	0.050056
cr	r-	0.008425
cr	r9	0.000289
cr	ru	0.039194
cr	r0	0.004337
cr	rx	0.000909
cr	r$	0.013175
cr	rn	0.001322
cr	rr	0.001156
cr	rf	0.001074
cr	rd	0.003469
cr	rh	0.002808
cr	rk	0.004213
cr	r7	0.001611
cr	rg	0.001776
cr	rj	0.000207
cr	r1	0.003015
cr	rp	0.003180
cr	r5	0.002230
cr	r4	0.002148
cr	r6	0.002602
cr	r2	0.001115
cr	r8	0.000289
cr	rv	0.001033
cr	rz	0.000289
cr	rq	0.000372
cr	r3	0.003263
ro	os	0.073579
ro	ow	0.022007
ro	od	0.383938
ro	oa	0.012997
ro	ox	0.046075
ro	ot	0.035255
ro	oj	0.020906
ro	ou	0.067272
ro	oi	0.010019
ro	o.	0.038350
ro	of	0.012413
ro	on	0.056619
ro	op	0.033711
ro	ol	0.024793
ro	oo	0.020088
ro	ob	0.009652
ro	oc	0.023717
ro	om	0.018979
ro	o-	0.005256
ro	ok	0.023450
ro	og	0.010203
ro	ov	0.018929
ro	or	0.008042
ro	o$	0.010019
ro	oy	0.004113
ro	oh	0.002036
ro	oz	0.001668
ro	o2	0.000442
ro	o1	0.000442
ro	o7	0.000108
ro	oe	0.003379
ro	o0	0.000159
ro	oq	0.000492
ro	o3	0.000325
ro	o8	0.000050
ro	o6	0.000092
ro	o4	0.000242
ro	o5	0.000150
ro	o9	0.000033
os	so	0.134849
os	si	0.035626
os	ss	0.058936
os	st	0.308161
os	sc	0.021221
os	su	0.009984
os	se	0.066105
os	sd	0.005520
os	sp	0.026961
os	s.	0.171179
os	s-	0.026983
os	sa	0.018516
os	sk	0.013151
os	sy	0.010512
os	sb	0.003409
os	sm	0.021243
os	sx	0.001627
os	sf	0.002353
os	sw	0.002375
os	sh	0.017109
os	s5	0.002199
os	s2	0.004442
os	sl	0.004200
os	sn	0.004090
os	sv	0.002661
os	sq	0.001319
os	s1	0.003585
os	s4	0.000792
os	sr	0.007807
os	s3	0.001649
os	sj	0.000462
os	sg	0.003431
os	s8	0.000440
os	s0	0.003123
os	s$	0.001517
os	sz	0.001078
os	s7	0.000506
os	s9	0.000220
os	s6	0.000660
so	of	0.217847
so	o.	0.103814
so	om	0.024213
so	ou	0.146356
so	o-	0.015470
so	on	0.170265
so	or	0.051989
so	oc	0.064435
so	ol	0.106697
so	op	0.020885
so	oj	0.000352
so	oo	0.002883
so	og	0.005086
so	o$	0.002906
so	od	0.011228
so	ot	0.008837
so	os	0.013267
so	oh	0.006376
so	ob	0.002906
so	ov	0.003844
so	oi	0.002344
so	oa	0.005977
so	o1	0.001195
so	ow	0.000891
so	oe	0.002719
so	o8	0.000188
so	ok	0.001430
so	o3	0.000305
so	o7	0.000070
so	oz	0.000867
so	o9	0.000047
so	ox	0.000891
so	o2	0.001172
so	o4	0.000094
so	oy	0.000961
so	o0	0.000422
so	oq	0.000492
so	o6	0.000164
so	o5	0.000117
of	ft	0.444710
of	ff	0.249059
of	fi	0.075837
of	fc	0.011043
of	fe	0.023113
of	fs	0.017738
of	fa	0.029709
of	fp	0.010017
of	fo	0.020230
of	f.	0.018519
of	fy	0.002639
of	fl	0.027706
of	fd	0.005424
of	fv	0.001075
of	fu	0.008551
of	fr	0.012411
of	fm	0.005961
of	f-	0.006890
of	fj	0.002590
of	fh	0.005326
of	fw	0.006988
of	f1	0.001661
of	fk	0.001075
of	fn	0.003225
of	fb	0.002639
of	fg	0.002199
of	f4	0.000293
of	f3	0.000147
of	f9	0.000195
of	f8	0.000195
of	fz	0.000342
of	fx	0.000928
of	f5	0.000293
of	fq	0.000489
of	f2	0.000195
of	f0	0.000293
of	f6	0.000293
ft	t.	0.666950
ft	to	0.016211
ft	tl	0.021091
ft	tc	0.012901
ft	tn	0.001910
ft	ta	0.017866
ft	ts	0.027075
ft	t-	0.019224
ft	t3	0.000679
ft	tr	0.009464
ft	tp	0.036030
ft	tu	0.003140
ft	t$	0.000594
ft	tt	0.003904
ft	te	0.024868
ft	tw	0.067518
ft	tk	0.006493
ft	ty	0.006069
ft	tm	0.005432
ft	t2	0.001188
ft	td	0.003947
ft	tv	0.005772
ft	th	0.011076
ft	tb	0.004711
ft	ti	0.011204
ft	tj	0.001316
ft	t8	0.000509
ft	tx	0.001273
ft	tf	0.001782
ft	tg	0.005050
ft	t4	0.000806
ft	tq	0.000509
ft	t1	0.001188
ft	t7	0.000085
ft	tz	0.001528
ft	t9	0.000297
ft	t5	0.000042
ft	t6	0.000042
ft	t0	0.000255
t.	.c	0.511606
t.	.m	0.020355
t.	.f	0.027021
t.	.i	0.027553
t.	.p	0.016309
t.	.a	0.046000
t.	.s	0.069938
t.	.n	0.046200
t.	.e	0.022800
t.	.o	0.033669
t.	.x	0.003102
t.	.b	0.021180
t.	.w	0.011375
t.	.g	0.029472
t.	.q	0.010706
t.	.h	0.008936
t.	.r	0.009930
t.	.t	0.019254
t.	.4	0.000181
t.	.d	0.016615
t.	.u	0.012907
t.	.v	0.007786
t.	.j	0.004202
t.	.l	0.010131
t.	.1	0.001038
t.	.y	0.003070
t.	.2	0.000394
t.	.z	0.003683
t.	.6	0.000088
t.	.k	0.002977
t.	.7	0.000163
t.	.5	0.000138
t.	.8	0.000188
t.	.3	0.000438
t.	.9	0.000188
t.	.0	0.000406
^w	ww	0.720344
^w	wi	0.037413
^w	we	0.081349
^w	wh	0.010099
^w	wd	0.004661
^w	wn	0.001394
^w	wa	0.050254
^w	wg	0.002068
^w	wp	0.008237
^w	wo	0.021683
^w	wb	0.002810
^w	w5	0.000263
^w	wt	0.002422
^w	wl	0.003222
^w	wu	0.004535
^w	w1	0.000937
^w	w.	0.001439
^w	wv	0.002707
^w	ws	0.020826
^w	w3	0.000994
^w	wf	0.002673
^w	wk	0.001040
^w	wc	0.003896
^w	w-	0.000400
^w	wr	0.003519
^w	wj	0.000674
^w	wm	0.003004
^w	wx	0.001611
^w	wz	0.000446
^w	wy	0.001896
^w	w9	0.000434
^w	w2	0.000880
^w	w7	0.000217
^w	w4	0.000263
^w	w0	0.000388
^w	w8	0.000446
^w	w6	0.000274
^w	wq	0.000286
ww	ww	0.493995
ww	w.	0.472123
ww	w2	0.004036
ww	w-	0.013276
ww	wo	0.000318
ww	w3	0.001477
ww	w1	0.002401
ww	w8	0.000803
ww	wd	0.000303
ww	w9	0.000220
ww	wi	0.000757
ww	wa	0.000848
ww	wp	0.000553
ww	wx	0.000409
ww	w0	0.000386
ww	wg	0.000182
ww	ws	0.000947
ww	wh	0.000257
ww	w5	0.000523
ww	w4	0.000848
ww	wu	0.000174
ww	w6	0.000409
ww	wt	0.000576
ww	wf	0.000235
ww	wm	0.000227
ww	wq	0.000098
ww	wc	0.000712
ww	wv	0.000167
ww	wn	0.000288
ww	we	0.001174
ww	wr	0.000220
ww	w7	0.000220
ww	wb	0.000265
ww	wz	0.000121
ww	wl	0.000182
ww	wy	0.000091
ww	wk	0.000151
ww	wj	0.000030
w.	.g	0.045253
w.	.b	0.050452
w.	.y	0.005533
w.	.f	0.035037
w.	.t	0.069443
w.	.m	0.060012
w.	.o	0.023135
w.	.a	0.068761
w.	.c	0.143570
w.	.l	0.030328
w.	.u	0.018052
w.	.z	0.005764
w.	.9	0.000502
w.	.r	0.030804
w.	.s	0.078412
w.	.i	0.033171
w.	.d	0.036658
w.	.p	0.051841
w.	.n	0.042886
w.	.e	0.038653
w.	.v	0.018323
w.	.w	0.032721
w.	.x	0.003822
w.	.h	0.029337
w.	.q	0.004323
w.	.1	0.002535
w.	.k	0.021874
w.	.j	0.013716
w.	.6	0.000283
w.	.8	0.000425
w.	.3	0.001068
w.	.5	0.000553
w.	.4	0.000669
w.	.2	0.001184
w.	.7	0.000386
w.	.0	0.000515
.g	go	0.624072
.g	g.	0.007659
.g	gv	0.080464
.g	gc	0.010349
.g	gg	0.003434
.g	gl	0.045650
.g	gm	0.005837
.g	gz	0.000210
.g	gr	0.037619
.g	gt	0.007707
.g	ga	0.041453
.g	gi	0.016387
.g	gu	0.008518
.g	ge	0.032964
.g	gy	0.000916
.g	g0	0.000982
.g	g2	0.001393
.g	gf	0.001288
.g	gb	0.005294
.g	gw	0.007564
.g	gs	0.034557
.g	gn	0.000992
.g	gd	0.008680
.g	gh	0.002499
.g	g4	0.000353
.g	gx	0.000563
.g	g1	0.000973
.g	gp	0.008365
.g	g9	0.000038
.g	g6	0.000153
.g	g5	0.000324
.g	gj	0.000420
.g	gq	0.001097
.g	gk	0.000458
.g	g-	0.000601
.g	g7	0.000057
.g	g3	0.000057
.g	g8	0.000057
^d	da	0.142512
^d	do	0.165027
^d	di	0.105810
^d	ds	0.037949
^d	de	0.186242
^d	dl	0.024636
^d	dp	0.013127
^d	dn	0.037683
^d	dg	0.004535
^d	dd	0.010634
^d	dr	0.033255
^d	dt	0.012968
^d	dc	0.037710
^d	dm	0.020128
^d	d.	0.015487
^d	du	0.029569
^d	db	0.014506
^d	d9	0.001724
^d	d1	0.005595
^d	d2	0.005675
^d	dq	0.001140
^d	dy	0.018590
^d	dw	0.004879
^d	df	0.011403
^d	dv	0.004588
^d	d5	0.002360
^d	dx	0.005516
^d	d4	0.002307
^d	d3	0.004906
^d	d0	0.001671
^d	d-	0.008672
^d	d7	0.001061
^d	dz	0.001697
^d	d8	0.001750
^d	dh	0.011191
^d	d6	0.001273
^d	dk	0.004429
^d	dj	0.007797
da	at	0.264983
da	ap	0.198034
da	ar	0.047014
da	az	0.003970
da	ad	0.019137
da	av	0.016743
da	as	0.043884
da	al	0.047938
da	an	0.033464
da	a.	0.073777
da	ay	0.054030
da	au	0.005903
da	aa	0.007542
da	ax	0.003844
da	ai	0.041636
da	a2	0.003193
da	a7	0.001281
da	a9	0.001092
da	a1	0.003088
da	ab	0.007415
da	ac	0.016217
da	ao	0.005105
da	am	0.016533
da	a3	0.001891
da	aw	0.027540
da	a0	0.002164
da	a4	0.001786
da	a-	0.013739
da	af	0.011197
da	ae	0.004937
da	ag	0.005672
da	a5	0.001323
da	aq	0.001197
da	ah	0.006428
da	a6	0.001197
da	ak	0.003088
da	aj	0.000546
da	a8	0.001407
da	a$	0.000063
at	ta	0.116858
at	te	0.176315
at	ti	0.262005
at	ts	0.056866
at	th	0.051178
at	t.	0.060151
at	tc	0.029986
at	tm	0.004893
at	to	0.040260
at	t-	0.012308
at	tp	0.006472
at	tu	0.021202
at	tf	0.037054
at	tt	0.039208
at	tr	0.021827
at	tl	0.025907
at	tb	0.003692
at	td	0.001519
at	tw	0.003861
at	t$	0.011405
at	t1	0.001320
at	tz	0.000645
at	tk	0.001132
at	tg	0.002501
at	t2	0.001201
at	tv	0.002898
at	t3	0.000695
at	t0	0.001836
at	t4	0.000199
at	t5	0.000189
at	tn	0.001717
at	t6	0.000129
at	tj	0.000278
at	t7	0.000169
at	ty	0.001132
at	tx	0.000645
at	t8	0.000099
at	tq	0.000248
ta	a.	0.105544
ta	ag	0.078086
ta	al	0.172855
ta	at	0.201702
ta	a-	0.023706
ta	as	0.034350
ta	ar	0.065243
ta	ab	0.030379
ta	ad	0.018017
ta	ap	0.040400
ta	au	0.008205
ta	ac	0.054588
ta	aw	0.004682
ta	ak	0.007975
ta	az	0.001017
ta	ao	0.006979
ta	an	0.053702
ta	ay	0.003927
ta	ai	0.029810
ta	am	0.019757
ta	aa	0.003096
ta	av	0.003468
ta	af	0.007822
ta	a0	0.000678
ta	ah	0.004245
ta	ax	0.010119
ta	aj	0.000569
ta	ae	0.002013
ta	a2	0.001466
ta	a3	0.001171
ta	a4	0.000613
ta	a7	0.000252
ta	a6	0.000208
ta	a5	0.000459
ta	a1	0.001149
ta	aq	0.000470
ta	a8	0.000525
ta	a9	0.000744
ta	a$	0.000011
a.	.m	0.020180
a.	.g	0.043623
a.	.n	0.087024
a.	.a	0.053708
a.	.c	0.312737
a.	.f	0.103691
a.	.w	0.088392
a.	.l	0.011158
a.	.z	0.003097
a.	.p	0.020282
a.	.t	0.023156
a.	.s	0.046535
a.	.o	0.031153
a.	.d	0.020790
a.	.3	0.000342
a.	.u	0.011213
a.	.i	0.030265
a.	.b	0.022556
a.	.v	0.008107
a.	.r	0.012859
a.	.y	0.003189
a.	.k	0.004465
a.	.1	0.000869
a.	.e	0.023323
a.	.h	0.007747
a.	.j	0.003060
a.	.x	0.003125
a.	.q	0.001867
a.	.5	0.000259
a.	.2	0.000481
a.	.4	0.000157
a.	.0	0.000139
a.	.8	0.000166
a.	.9	0.000176
a.	.7	0.000083
a.	.6	0.000028
.m	mi	0.115130
.m	mp	0.008961
.m	me	0.164249
.m	ms	0.049182
.m	ma	0.247449
.m	my	0.120412
.m	mo	0.078054
.m	mz	0.000920
.m	mf	0.001616
.m	mg	0.006500
.m	mm	0.008439
.m	mc	0.040742
.m	mn	0.017090
.m	mw	0.002523
.m	mr	0.003629
.m	md	0.007134
.m	mu	0.029196
.m	mx	0.036405
.m	ml	0.007433
.m	mt	0.013833
.m	m.	0.008017
.m	mb	0.004648
.m	m6	0.000186
.m	mv	0.001330
.m	mk	0.019016
.m	mh	0.002697
.m	mq	0.000771
.m	m3	0.000634
.m	m2	0.001143
.m	m-	0.000497
.m	m5	0.000124
.m	m9	0.000087
.m	m7	0.000050
.m	m1	0.000994
.m	m8	0.000025
.m	mj	0.000746
.m	m4	0.000124
.m	m0	0.000012
^e	ev	0.040679
^e	ed	0.131861
^e	ec	0.035787
^e	e6	0.007621
^e	ex	0.184274
^e	es	0.036040
^e	en	0.057851
^e	el	0.036332
^e	e1	0.040328
^e	e2	0.017718
^e	eb	0.012338
^e	ea	0.030875
^e	eu	0.069234
^e	e3	0.011481
^e	ey	0.003762
^e	em	0.082820
^e	ee	0.005068
^e	e-	0.008031
^e	e.	0.014463
^e	e4	0.008362
^e	e8	0.009142
^e	ek	0.005107
^e	ep	0.040075
^e	ei	0.007056
^e	eq	0.004522
^e	e7	0.009980
^e	e5	0.005828
^e	e9	0.008537
^e	er	0.012494
^e	et	0.017913
^e	ez	0.004951
^e	ew	0.009161
^e	eg	0.009512
^e	e0	0.001364
^e	ef	0.008245
^e	eo	0.004405
^e	ej	0.001910
^e	eh	0.004873
ev	ve	0.139587
ev	vi	0.626013
ev	v.	0.062481
ev	vo	0.023828
ev	v$	0.030530
ev	v-	0.011004
ev	vc	0.003061
ev	vg	0.000860
ev	vs	0.005342
ev	vt	0.002861
ev	vj	0.000340
ev	v5	0.000280
ev	vd	0.000880
ev	vm	0.004001
ev	va	0.055119
ev	vn	0.002681
ev	v4	0.000560
ev	vu	0.001941
ev	vb	0.000980
ev	vl	0.001420
ev	v1	0.002441
ev	vv	0.001881
ev	vr	0.004341
ev	vp	0.005442
ev	v2	0.003801
ev	vx	0.001140
ev	vy	0.001160
ev	vz	0.000480
ev	vq	0.000200
ev	v7	0.000220
ev	v3	0.000720
ev	v0	0.001140
ev	vf	0.000600
ev	v6	0.000580
ev	v9	0.000260
ev	vh	0.000840
ev	vk	0.000420
ev	vw	0.000440
ev	v8	0.000120
ve	en	0.091011
ve	e.	0.189176
ve	er	0.381402
ve	ec	0.021187
ve	ed	0.010999
ve	ef	0.002823
ve	e-	0.032819
ve	ea	0.045976
ve	ep	0.011940
ve	em	0.008550
ve	ei	0.006749
ve	es	0.036421
ve	ey	0.014017
ve	ex	0.003488
ve	eo	0.004299
ve	eb	0.005110
ve	eu	0.002661
ve	el	0.061079
ve	e$	0.012297
ve	et	0.015396
ve	e9	0.004396
ve	e2	0.002271
ve	e6	0.000195
ve	ee	0.008906
ve	eh	0.006019
ve	e7	0.000616
ve	ej	0.001363
ve	ev	0.004932
ve	e1	0.001363
ve	eg	0.006035
ve	ek	0.000681
ve	ew	0.002255
ve	e5	0.000389
ve	e0	0.000568
ve	e3	0.000941
ve	e4	0.000779
ve	e8	0.000292
ve	ez	0.000406
ve	eq	0.000195
en	nt	0.445717
en	nc	0.056663
en	n.	0.052596
en	nd	0.119857
en	nx	0.005873
en	ns	0.048256
en	ng	0.045560
en	nb	0.003416
en	ne	0.056534
en	na	0.030236
en	no	0.014767
en	n-	0.008475
en	nu	0.008561
en	nr	0.005316
en	n2	0.001755
en	nn	0.010042
en	nv	0.012139
en	nj	0.001318
en	nw	0.002739
en	ni	0.026615
en	nf	0.002885
en	nm	0.003279
en	nl	0.008398
en	n4	0.000283
en	n6	0.000788
en	nh	0.003869
en	nz	0.004811
en	n7	0.005753
en	n8	0.000163
en	ny	0.001207
en	np	0.004392
